iter	RMSE
0	32.64056337
1	32.33538896
2	31.99763886
3	31.65962587
4	31.32973423
5	31.03869338
6	30.73763822
7	30.45946661
8	30.21839687
9	29.96609684
10	29.72061639
11	29.4862992
12	29.27691191
13	29.05294135
14	28.80747622
15	28.60707473
16	28.38392315
17	28.1762234
18	28.00332908
19	27.80999451
20	27.64598818
21	27.48494375
22	27.32452919
23	27.14638769
24	26.98705258
25	26.84434552
26	26.70115107
27	26.57040241
28	26.43875797
29	26.29560138
30	26.16925446
31	26.0536181
32	25.93118481
33	25.81772513
34	25.70388245
35	25.59191774
36	25.50187894
37	25.40845206
38	25.30154166
39	25.19598164
40	25.10773584
41	25.00843886
42	24.91338507
43	24.82756656
44	24.7531003
45	24.65897105
46	24.5877894
47	24.51857727
48	24.46208608
49	24.38822972
50	24.30643082
51	24.22546071
52	24.13504602
53	24.07022465
54	24.00939917
55	23.95604386
56	23.87829932
57	23.80613115
58	23.77178747
59	23.698097
60	23.63081231
61	23.57407237
62	23.52171899
63	23.46419314
64	23.41161003
65	23.34542487
66	23.30637313
67	23.25546387
68	23.20417327
69	23.15990721
70	23.11982126
71	23.06680452
72	23.02478261
73	22.97627142
74	22.94353048
75	22.90009787
76	22.85525912
77	22.82136167
78	22.77982864
79	22.74126153
80	22.68925057
81	22.66271288
82	22.625948
83	22.58718977
84	22.5508572
85	22.5067735
86	22.47731773
87	22.43744314
88	22.41127962
89	22.38496659
90	22.35081538
91	22.31043371
92	22.266564
93	22.23345647
94	22.20355628
95	22.18425176
96	22.14418464
97	22.11022421
98	22.08121062
99	22.06105144
100	22.02298523
101	21.99729602
102	21.97115714
103	21.94911082
104	21.9316391
105	21.88518006
106	21.85632679
107	21.83861085
108	21.81250176
109	21.77558246
110	21.74766921
111	21.72062054
112	21.69387715
113	21.66394333
114	21.6425872
115	21.62093903
116	21.60098667
117	21.57740213
118	21.54329056
119	21.51788406
120	21.49837458
121	21.45740854
122	21.43466322
123	21.41618825
124	21.39290062
125	21.37711366
126	21.3548303
127	21.33228813
128	21.31799797
129	21.29946517
130	21.27978024
131	21.26214143
132	21.23948375
133	21.21124958
134	21.19521254
135	21.16811401
136	21.12920415
137	21.09220719
138	21.07082295
139	21.06041177
140	21.04255197
141	21.01997757
142	20.99053472
143	20.97770329
144	20.95097532
145	20.93121596
146	20.91160225
147	20.89045228
148	20.88148
149	20.85796275
150	20.82721784
151	20.81756964
152	20.79515129
153	20.77456577
154	20.75906532
155	20.74944891
156	20.71770024
157	20.69471772
158	20.67262263
159	20.65820728
160	20.63830371
161	20.62616319
162	20.60946811
163	20.59037195
164	20.56978209
165	20.54344098
166	20.53026412
167	20.5166716
168	20.50403342
169	20.4862854
170	20.47227622
171	20.45295674
172	20.43528904
173	20.41848936
174	20.40440381
175	20.38615535
176	20.36808661
177	20.3519967
178	20.33741836
179	20.32759763
180	20.31509199
181	20.31213075
182	20.29950782
183	20.28256267
184	20.26481535
185	20.24312405
186	20.23268059
187	20.2081756
188	20.19448177
189	20.17801453
190	20.16684543
191	20.15333357
192	20.14366708
193	20.12671329
194	20.11552646
195	20.09826561
196	20.08483616
197	20.07009903
198	20.05017267
199	20.03317119
200	20.01637073
201	19.99837479
202	19.97211672
203	19.95679089
204	19.93402856
205	19.92343145
206	19.90325674
207	19.89081613
208	19.87605939
209	19.86702279
210	19.85714651
211	19.84114183
212	19.81856717
213	19.80601874
214	19.79473783
215	19.77386479
216	19.76186533
217	19.74886795
218	19.73491808
219	19.70880311
220	19.68905472
221	19.68116499
222	19.67379841
223	19.66062735
224	19.6544449
225	19.64008749
226	19.62915343
227	19.61838299
228	19.60929375
229	19.59132936
230	19.58683264
231	19.57320547
232	19.56452763
233	19.54690371
234	19.53075359
235	19.51392205
236	19.50209219
237	19.48744867
238	19.47694353
239	19.46463523
240	19.44947164
241	19.43336798
242	19.41829791
243	19.40330075
244	19.39766452
245	19.38662
246	19.37702545
247	19.37058099
248	19.35109556
249	19.34312997
250	19.32847166
251	19.31407794
252	19.2950632
253	19.28482412
254	19.26375696
255	19.25638955
256	19.24203017
257	19.22964786
258	19.21680016
259	19.20915697
260	19.1919626
261	19.17476207
262	19.16526987
263	19.15687221
264	19.13230286
265	19.11551282
266	19.1029953
267	19.09230077
268	19.07601252
269	19.06427794
270	19.05172309
271	19.04122173
272	19.02888284
273	19.01517464
274	19.00309453
275	18.99498859
276	18.98725165
277	18.96990589
278	18.95776787
279	18.94950112
280	18.93815615
281	18.9277643
282	18.92070176
283	18.91158818
284	18.89373698
285	18.87783213
286	18.8689077
287	18.85813703
288	18.84359965
289	18.83096587
290	18.81814231
291	18.80382663
292	18.79039981
293	18.78282729
294	18.77444859
295	18.76599501
296	18.75537228
297	18.75084929
298	18.73696171
299	18.73254142
300	18.72028507
301	18.71265077
302	18.70855547
303	18.69915526
304	18.6871799
305	18.677343
306	18.66908601
307	18.65455809
308	18.63485592
309	18.62383369
310	18.60604457
311	18.59393672
312	18.58373793
313	18.56760337
314	18.55449124
315	18.54412784
316	18.53992039
317	18.53115198
318	18.52272262
319	18.51794006
320	18.5015125
321	18.49009989
322	18.47873573
323	18.4632957
324	18.44777212
325	18.44089947
326	18.4321419
327	18.41462451
328	18.40347705
329	18.38920065
330	18.37884206
331	18.36782643
332	18.36282157
333	18.35350202
334	18.34368121
335	18.33707951
336	18.33275745
337	18.31344926
338	18.29732569
339	18.27974845
340	18.26421874
341	18.24775446
342	18.24197316
343	18.22397097
344	18.21577905
345	18.2004041
346	18.19237913
347	18.18167429
348	18.15734289
349	18.15080306
350	18.13758213
351	18.12559133
352	18.11848002
353	18.10479811
354	18.09873477
355	18.08827893
356	18.07668318
357	18.06243594
358	18.05513679
359	18.04235586
360	18.0347951
361	18.0274861
362	18.01377244
363	18.00201408
364	17.99396299
365	17.98206243
366	17.96915096
367	17.95094613
368	17.93238649
369	17.91539239
370	17.90085297
371	17.89317857
372	17.87969497
373	17.86801089
374	17.85321541
375	17.83963375
376	17.82890934
377	17.80826999
